,Portfolio Manager Meter ID,Usage/Quantity,Cost ($),
745,49327857,8.37,32.08,
746,49327857,73.11,87.54,
747,49327857,149.35,151.56,
748,49327857,597.39,532.39,
749,49327857,1292.57,1189.19,
750,49327857,456.84,446.93,
751,49327857,342.45,330.28,
752,49327857,859.05,885.84,
753,49327857,632.38,595.57,
754,49327857,598.08,513.83,
755,49327857,199.4,190.03,
756,49327857,155.91,154.85,
757,49327857,415.9,377.3,
758,49327857,228.28,213.91,
759,49327857,307.64,282.64,
760,49327857,866.43,762.15,
761,49327857,645.01,605.98,
762,49327857,429.44,468.99,
763,49327857,342.77,352.37,
764,49327857,496.29,468.59,
765,49327857,418.89,392.72,
766,49327857,500.98,436.67,
767,49327857,309.59,277.51,
768,49327857,162.04,160.3,
769,49327857,557.16,483.1,
770,49327857,452.22,376.67,
771,49327857,1011.86,880.52,
772,49327857,130.55,119.05,
773,49327857,198.82,191.16,
774,49327857,182.78,172.28,
775,49327857,538.36,448.36,
776,49327857,416.09,458.03,
777,49327857,64.72,80.29,
778,49327857,326.16,293.32,
779,49327857,388.89,348.08,
780,49327857,395.54,388.53,
781,49327857,480.3,466.64,
782,49327857,170.73,174.65,
783,31548252,0,0,
784,31548252,0,0,
785,31548252,0,0,
786,31548252,0,0,
787,31548252,0,0,
788,31548252,54406,49847.96,
789,31548252,13214.7,13949.33,
790,31548252,25855.01,27757.32,
791,31548252,20013.98,21100.59,
792,31548252,23588.58,17188.03,
793,31548252,22030.18,17116.4,
794,31548252,21552.67,16567.38,
795,31548252,23108.97,19353.69,
796,31548252,21875.62,18538.2,
797,31548252,18571.25,15031.87,
798,31548252,22313.33,16558.96,
799,31548252,25325.96,20666.63,
800,31548252,26076.18,24073.26,
801,31548252,23246.12,21942.22,
802,31548252,21368.38,20336.69,
803,31548252,22655.33,20320.61,
804,31548252,25249.67,19498.27,
805,31548252,19602.42,15434.26,
806,31548252,20834.21,16277.1,
807,31548252,24315.45,19077.15,
808,31548252,25289.82,19908.47,
809,31548252,23375.5,17066.84,
810,31548252,24456.4,17580.14,
811,31548252,23322.7,19460.33,
812,31548252,26397.21,21701.5,
813,31548252,23359.85,19144.59,
814,31548252,21493.46,16498,
815,31548252,25907,18704,
816,31548252,22960.78,13165.08,
817,31548252,23496.32,13107.89,
818,31548252,24828.08,14961.99,
819,31548252,22384.17,14332.8,
820,31548252,22281.8,14831.9,
821,31548252,27028.43,16893.61,
822,31548252,22490.94,14991.03,
823,31548252,23800,20043.37,
824,31548252,26238.87,21844.82,
825,31548252,19293.21,16175.38,
826,31548252,21422.75,17785.48,
827,31548252,24965.88,20890.46,
828,31548252,19929.25,14806.31,
829,31548252,23138.88,17597.67,
830,31548252,22303.05,16948.93,
831,31548252,21751.42,15509.2,
832,31548252,23636.78,15960.31,
833,31548252,25483.62,17483.12,
834,31548252,22801.78,15364.99,
835,31548252,25195.66,19958.21,
836,31548252,24205.91,20245.27,
837,31548252,18701.31,18007.48,
838,31548252,21382,22456.65,
839,31548252,28869.89,27859.12,
840,31548252,21550.47,16884,
841,31548252,8355.89,6785.2,
842,31548252,0,102,
843,31548249,475082.63,268097.19,
844,31548249,501545.6,255595.91,
845,31548249,490264.94,221957.56,
846,31548249,447990.79,242869.33,
847,31548249,359329.12,217613,
848,31548249,492695.43,294206.3,
849,31548249,522134,401777.4,
850,31548249,478946.89,341098.63,
851,31548249,439983.15,292115.78,
852,31548249,426562,235260.45,
853,31548249,293639.25,175302.75,
854,31548249,455748.61,267077.66,
855,31548249,470263.06,305442.27,
856,31548249,463875.99,305123.91,
857,31548249,509570.53,275179.8,
858,31548249,329433.13,184422.82,
859,31548249,455600.72,230547,
860,31548249,523080.9,318732.3,
861,31548249,420674.28,243809,
862,31548249,473767.04,291278.56,
863,31548249,494661.71,276606.19,
864,31548249,426492.12,252763.83,
865,31548249,265414.7,161165.1,
866,31548249,479519.28,288285.4,
867,31548249,499576.05,302658.94,
868,31548249,475783.98,289835.15,
869,31548249,485943.08,269878.74,
870,31548249,459157.46,250286.61,
871,31548249,415877.76,217774.92,
872,31548249,489176.57,248655.95,
873,31548249,415435,198919.38,
874,31548249,498288,217361.98,
875,31548249,490051.27,201819.72,
876,31548249,449004.27,167251.02,
877,31548249,171455.31,61057.1,
878,31548249,498832.29,197930,
879,31548249,532001.93,230309.97,
880,31548249,510339.82,233385.19,
881,31548249,519115.47,216945.1,
882,31548249,459121.88,210381.9,
883,31548249,504735.07,253960.55,
884,31548249,434312.23,228492.97,
885,31548249,392377.75,193117,
886,31548249,517806.65,252747.96,
887,31548249,537737.09,273780.77,
888,31548249,487297.26,275311.2,
889,31548249,272849.29,159217.3,
890,31548249,312209.02,182998.37,
891,31548249,113460.83,64601.86,
892,31548249,143450.32,86033.82,
893,31548249,430802.02,232665.86,
894,31548249,405243.05,208296.84,
895,31548249,410285.9,215507.04,
896,31548249,433038.58,221920.77,
897,31548249,414247.32,205650.81,
898,31548249,347554.28,141436.52,
899,31548249,190023.82,153454.33,
900,31548249,225184.44,158223.05,
901,31548249,258503.23,170038,
902,31548249,142835.68,86174.96,
903,31548249,249893,144412,
904,31548249,501440,259806,
905,31548249,482727,257522,
906,31548249,176926,95657,
907,31548249,455076,233972,
908,31548249,479755,273363,
909,31548249,492070,226325,
910,31548249,428778,263491,
911,31548249,490202,210955,
912,31548249,459288,183646,
913,31548249,330555,129959,
914,31548249,380060,160738,
915,31548249,6131772.7,Not Available,
916,31548249,411567.18,163417.68,
917,31548249,460189.49,191967.91,
918,31548249,434679.29,186906.27,
919,31548249,413978.53,169813.04,
920,31548249,287658.89,131652.69,
921,31548249,0,142.09,
922,31548249,0,142.09,
923,31548249,266838.64,160040.74,
924,31548249,433188.41,195851.85,
925,31548249,263437.38,118287.43,
926,31548249,392944.1,182101.93,
927,31548249,483960.38,216457.5,
928,31548249,477804.02,208595.56,
929,31548249,399679.21,175038.14,
930,31548249,517713.81,225507.99,
931,31548249,491519.55,202848.63,
932,31548249,521347.32,232423.61,
933,31548249,520928.86,214946.97,
934,31548249,502442.91,253602.63,
935,31548249,248320.63,100133.5,
936,31548249,45783.04,18532.49,
937,31548249,147043.78,59682,
938,31548249,246583.07,103257.92,
939,31548249,360620.91,152893.1,
940,31548249,517281.11,225427.67,
941,31548249,544301.96,227542.68,
942,31548249,342926.53,145972.47,
943,31548249,0,139.87,
944,31548249,418742.77,186876.85,
945,31548249,534406.95,322853.33,
946,31548249,498671.5,256501.09,
947,31548249,507746.48,224148.99,
948,31548249,554882.46,236483.51,
949,31548249,481426.37,199283.27,
950,31548249,267425.71,106761.64,
951,31548249,493453.12,201387.08,
952,31548249,484323.04,179363.38,
953,31548249,576640.46,204738.71,
954,31548249,564714.32,208186.15,
955,31548249,401612.44,156418.87,
956,31548249,338288.86,137588.04,
957,31548249,123386.62,48905.02,
958,31548249,32999.63,12074.59,
959,31548249,302576.48,109934.28,
960,31548249,567530.85,191389.1,
961,31548249,571544.13,189.28,
962,31548249,145928.89,45670.82,
963,31548249,0,171.5,
964,31548249,0,171.5,
965,31548249,0,173.21,
966,31548249,0,174.83,
967,31548249,195766.32,79289.09,
968,31548249,345243.28,122605,
969,31548249,406323.35,181366.6,
970,31548249,361984.2,158584.43,
971,31548249,384892.98,151759.6,
972,31548251,0,0,
973,31548251,0,0,
974,31548251,0,0,
975,31548251,17198.94,14576.66,
976,31548251,4155.42,4508.84,
977,31548251,1550,1731.03,
978,31548251,13590.47,17099.17,
979,31548251,9587.77,10121,
980,31548251,4057.31,4551.77,
981,31548251,3022.18,2304.87,
982,31548251,3912.88,3140.84,
983,31548251,5060.24,3979.95,
984,31548251,7048.45,5997.86,
985,31548251,6565.07,5662.6,
986,31548251,7807.07,5721.57,
987,31548251,3851.1,2975.12,
988,31548251,3564.46,3329.88,
989,31548251,8410,7905.46,
990,31548251,8265.84,7999.83,
991,31548251,7242.43,7094.72,
992,31548251,4917.19,4894.37,
993,31548251,3777.38,3037.43,
994,31548251,4348.26,3533.89,
995,31548251,6400.03,5098.26,
996,31548251,9624.61,7637.38,
997,31548251,6344.18,5102.73,
998,31548251,7524.39,5591.91,
999,31548251,4047.74,3030.54,
1000,31548251,3124.41,3395.27,
1001,31548251,4225.96,4157.88,
1002,31548251,7197.32,5931.89,
1003,31548251,6097.47,4543.6,
1004,31548251,2510,2191.16,
1005,31548251,3798.43,2298.79,
1006,31548251,4721.01,2749.48,
1007,31548251,7637.48,4702.85,
1008,31548251,16309,10473.45,
1009,31548251,50323.44,32567.79,
1010,31548251,34990.43,21325.43,
1011,31548251,45918.78,29819.87,
1012,31548251,14955.16,10773.03,
1013,31548251,79079.75,55434.45,
1014,31548251,166119.55,108503.86,
1015,31548251,84230.55,55842.4,
1016,31548251,46463.34,31592.69,
1017,31548251,8897.35,6856.87,
1018,31548251,26005.19,19522.43,
1019,31548251,120392,88780.91,
1020,31548251,120585.06,82991.35,
1021,31548251,161677.48,104854.62,
1022,31548251,167524.88,110645.88,
1023,31548251,95543.66,62030.62,
1024,31548251,90444.96,58206.98,
1025,31548251,135330.35,91513.95,
1026,31548251,125583.33,96351.61,
1027,31548251,150136.45,133376.91,
1028,31548251,96244.73,78392.78,
1029,31548251,119610.32,90612.3,
1030,31548251,104511.09,81611,
1031,31548251,118867.35,89627.5,
1032,31548251,6756,5195,
1033,31548251,6446,4647,
1034,31548251,374,371,
1035,31548251,7740,5586,
1036,31548251,5049,4645,
1037,31548251,5576,5351,
1038,31548251,8074,6554,
1039,31548251,10316,8113,
1040,31548251,5687,4848,
1041,31548251,2895,1710,
1042,31548251,4509,2581,
1043,31548251,5522,3239,
1044,31548251,109739.2,Not Available,
1045,31548251,6459.48,5274.21,
1046,31548251,5677,5154.56,
1047,31548251,5432.94,4479.16,
1048,31548251,5760.7,4302.97,
1049,31548251,3333.1,2260.57,
1050,31548251,3332.1,2224.25,
1051,31548251,6159.16,4103.03,
1052,31548251,7432.88,4809.02,
1053,31548251,6273.62,4015.86,
1054,31548251,6799.98,4344.1,
1055,31548251,3662.43,2382.45,
1056,31548251,3962.03,3292.43,
1057,31548251,7663.8,6041.13,
1058,31548251,7088.48,5517.54,
1059,31548251,5949.21,5203.33,
1060,31548251,5529.6,4405.83,
1061,31548251,3890.12,2432.76,
1062,31548251,5262.96,3323.48,
1063,31548251,5863.02,3728.12,
1064,31548251,7187.07,4621.2,
1065,31548251,7245.44,4529.89,
1066,31548251,6829.91,4335.77,
1067,31548251,3870.66,2548.53,
1068,31548251,4665.6,4036.1,
1069,31548251,4798.23,4675.5,
1070,31548251,7138.42,5915.42,
1071,31548251,7385.51,5646.65,
1072,31548251,4698.27,3912.19,
1073,31548251,2990.1,1889.79,
1074,31548251,3975.29,2414.82,
1075,31548251,5515.51,3317.92,
1076,31548251,7349.52,4094.04,
1077,31548251,10915.76,5849.1,
1078,31548251,10562.9,5841.27,
1079,31548251,3756.65,2242.38,
1080,31548251,5146.95,4087.17,
1081,31548251,5682,4340.63,
1082,31548251,5229.17,3924.04,
1083,31548251,6185.42,4049.9,
1084,31548251,3059.13,2480.55,
1085,31548251,2223.82,1207.77,
1086,31548251,2438.39,1338.88,
1087,31548251,5507.33,2777.09,
1088,31548251,7887.51,3702.51,
1089,31548251,7940.06,4059.69,
1090,31548251,5304.34,3156.59,
1091,31548251,1321.38,834.52,
1092,31548251,4136.45,3488.53,
1093,31548251,6510.75,4923.47,
1094,31548251,5966.1,4342.67,
1095,49324175,634.12,592.79,
1096,49324175,2454.65,2584.73,
1097,49324175,955.78,924.48,
1098,49324175,3916.1,3625.84,
1099,49324175,1955.95,1716.69,
1100,49324175,1099.84,958.94,
1101,49324175,62.78,67.3,
1102,49324175,1273.1,1105.45,
1103,49324175,36.55,43.42,
1104,49324175,2390.6,2043.66,
1105,49324175,1613.56,1379.4,
1106,49324175,1599.91,1421.32,
1107,49324175,1191.75,1061.97,
1108,49324175,3028.47,2794.82,
1109,49324175,1356.39,1299.64,
1110,49324175,2299.7,1934.3,
1111,49324175,273.11,241.12,
1112,49324175,452.38,396.27,
1113,49324175,855.78,723.78,
1114,49324175,1497.41,1270.18,
1115,49324175,1683.67,1446.29,
1116,49324175,1553.46,1388.18,
1117,49324175,1077.8,1107.08,
1118,49324175,2498.29,2318.57,
1119,49324175,1309.29,1155.12,
1120,49324175,754.63,626.66,
1121,49324175,2278.34,1828.75,
1122,49324175,502.83,417.69,
1123,49324175,660.45,518.4,
1124,49324175,751.23,576.05,
1125,49324175,1944.64,1499.43,
1126,49324175,1843.34,1550.03,
1127,49324175,1739.3,1480.74,
1128,49324175,1079.89,886.7,
1129,49324175,697.5,552.65,
1130,49324175,1978.2,1548.26,
1131,49324175,854.25,637.98,
1132,49324175,194.33,153.86,
1133,49324175,221.01,175.32,
1134,49324175,195.87,154.91,
1135,49324175,195.49,149.76,
1136,49324175,221.2,176.94,
1137,49324175,198.63,175.33,
1138,49324175,202.81,168.66,
1139,49324175,216.61,199.06,
1140,49324175,185.21,173.53,
1141,49324175,1026.47,909.5,
1142,49324216,139.36,152.12,
1143,49324216,233.43,236.31,
1144,49324216,184.88,174.63,
1145,49324216,180.68,169.81,
1146,49324216,97.79,96.56,
1147,49324216,25.11,34.35,
1148,49324216,28.2,36.6,
1149,49324216,36.55,43.42,
1150,49324216,180.68,165.95,
1151,49324216,167.43,154.28,
1152,49324216,177.19,172.71,
1153,49324216,134.86,136.07,
1154,49324216,80.89,82.84,
1155,49324216,212.4,223.86,
1156,49324216,138.66,135.38,
1157,49324216,173.87,154.22,
1158,49324216,82.91,81.03,
1159,49324216,19.88,28.71,
1160,49324216,19.81,28.83,
1161,49324216,38.57,44.1,
1162,49324216,183.12,165.86,
1163,49324216,176.84,162.68,
1164,49324216,176.67,173.93,
1165,49324216,109.98,127.97,
1166,49324216,46.27,57.59,
1167,49324216,203.99,201.16,
1168,49324216,133.67,133.25,
1169,49324216,156.82,142.47,
1170,49324216,103.9,98.18,
1171,49324216,20.91,32.16,
1172,49324216,20.87,31.34,
1173,49324216,34.43,41.15,
1174,49324216,162.92,139.8,
1175,49324216,151.44,143.57,
1176,49324216,178.42,170.15,
1177,49324216,107.78,106.65,
1178,49324216,51.47,55.79,
1179,49324216,203.59,177.84,
1180,49324216,83.96,79.52,
1181,49324216,34.67,40.77,
1182,49324216,30.38,38.06,
1183,49324216,49.23,51.04,
1184,49324216,96.18,82.04,
1185,49324216,93.9,84.71,
1186,49324216,26.14,37.54,
1187,49324216,29.27,38.6,
1188,49324216,34.53,45.75,
1189,49324216,43.95,54.29,
1190,49324216,68.08,71.79,
1191,49324348,686.33,695.83,
1192,49324348,1975.98,2119.02,
1193,49324348,929.2,944.06,
1194,49324348,1409.1,1329.47,
1195,49324348,229.66,212.51,
1196,49324348,158.99,149.22,
1197,49324348,0,12.39,
1198,49324348,6.4,17.88,
1199,49324348,4.27,16.01,
1200,49324348,16.01,26.04,
1201,49324348,119.73,113.87,
1202,49324348,618.04,597.71,
1203,49324348,2083.7,2051.96,
1204,49324348,1836.23,1761.48,
1205,49324348,1171.98,1218.74,
1206,49324348,939.04,892.41,
1207,49324348,397,337.15,
1208,49324348,130.8,120.91,
1209,49324348,4.28,15.63,
1210,49324348,29.82,37.36,
1211,49324348,54.42,69.59,
1212,49324348,337.82,299.81,
1213,49324348,930.24,892.67,
1214,49324348,1105.4,1224.63,
1215,49324348,1837.99,1896.68,
1216,49324348,972.17,935.63,
1217,49324348,765.58,728.59,
1218,49324348,273.12,236.66,
1219,49324348,149.03,134.17,
1220,49324348,9.61,23.13,
1221,49324348,5.33,19.51,
1222,49324348,3.2,17.86,
1223,49324348,11.74,24.46,
1224,49324348,338.23,312.73,
1225,49324348,289.94,275.99,
1226,49324348,624.33,572.45,
1227,49324348,589.18,521.43,
1228,49324348,454.59,389.86,
1229,49324348,293.77,256.81,
1230,49324348,144.88,131.8,
1231,49324348,80.26,80.82,
1232,49324348,2.14,17.7,
1233,49324348,25.63,34.08,
1234,49324348,1.07,17.52,
1235,49324348,74.76,76.23,
1236,49324348,106.8,104.21,
1237,49324348,290.78,285.48,
1238,49324348,664.95,629.42,
1239,49324348,550.02,503.5,
1240,49324390,7.33,18.68,
1241,49324390,6.3,18.33,
1242,49324390,8.41,19.88,
1243,49324390,1.05,13.31,
1244,49324390,95.59,95.66,
1245,49324390,2.1,14.22,
1246,49324390,0,12.39,
1247,49324390,9.4,20.46,
1248,49324390,1.04,13.28,
1249,49324390,1.04,13.33,
1250,49324390,2.09,14.21,
1251,49324390,0,12.44,
1252,49324390,1.05,13.38,
1253,49324390,4.2,16.81,
1254,49324390,52.57,66.81,
1255,49324390,5.25,17.5,
1256,49324390,10.47,20.63,
1257,49324390,2.1,13.78,
1258,49324390,55.46,58.55,
1259,49324390,8.34,19.11,
1260,49324390,20.85,29.37,
1261,49324390,92.08,89.42,
1262,49324390,19.88,28.97,
1263,49324390,2.09,16.83,
1264,49324390,1.05,15.95,
1265,49324390,4.21,19.22,
1266,49324390,9.46,23.37,
1267,49324390,13.68,26.7,
1268,49324390,3.16,18.01,
1269,49324390,2.1,17.13,
1270,49324390,21.95,32.96,
1271,49324390,18.78,29.75,
1272,49324390,2.09,59.9,
1273,49324390,0,5.82,
1274,49324390,1.05,17,
1275,49324390,5.25,20.19,
1276,49324390,17.84,29.94,
1277,49324390,13.64,26.49,
1278,49324390,9.45,22.92,
1279,49324390,2.1,17.71,
1280,49324390,8.38,22.13,
1281,49324390,12.55,25.1,
1282,49324390,8.35,22.77,
1283,49324390,7.32,22.46,
1284,49324390,6.27,21.36,
1285,49324390,0,16.7,
1286,49324390,1.05,17.5,
1287,49324390,5.24,21.42,
1288,81413017,1737.04,1701.57,
1289,81413017,2494.53,2505.26,
1290,81413017,2192.31,2110.48,
1291,81413017,2683.92,2306.53,
1292,81413017,1069.36,801.09,
1293,81413017,964.2,722.81,
1294,81413017,758.65,602.14,
1295,81413017,960.83,718.68,
1296,81413017,1070.49,777.84,
1297,81413017,1196.86,856.51,
1298,81413017,1196.04,853.16,
1299,81413017,1960.57,1788.04,
1300,81413017,3492.67,3064.33,
1301,81413017,3151.37,2740.08,
1302,81413017,2385.78,2362.38,
1303,81413017,2047.34,1909.54,
1304,81413017,1299.85,885.32,
1305,81413017,964.44,697.79,
1306,81413017,885.26,655.02,
1307,81413017,872.46,656.27,
1308,81413017,986.07,710.42,
1309,81413017,1406.37,978.92,
1310,81413017,1523.57,1069.12,
1311,81413017,2613.49,2376,
1312,81413017,2697.11,2784.02,
1313,81413017,3178.59,2948.74,
1314,81413017,3205.93,2756.03,
1315,81413017,2235.47,2030.96,
1316,81413017,1360.86,932.98,
1317,81413017,1186.92,814.69,
1318,81413017,905.31,656.71,
1319,81413017,842,587.98,
1320,81413017,857.65,583.29,
1321,81413017,1220.89,793.55,
1322,81413017,1261.61,875.37,
1323,81413017,2222.38,1954.92,
1324,81413017,2560.56,2160.46,
1325,81413017,2266.88,1911.15,
1326,81413017,2254.21,1726.46,
1327,81413017,1642.38,1365.9,
1328,81413017,1456.98,889.93,
1329,81413017,1636.07,1000.65,
1330,81413017,1108.17,674,
1331,81413017,760,490.03,
1332,81413017,1156.06,720.21,
1333,81413017,1593.18,1053.81,
1334,81413017,1925.62,1216.97,
1335,81413017,2182.81,1906.21,
1336,81413017,3110.97,2553.12,
1337,81413017,2946.39,2295.58,
1338,49324572,1737.04,1701.57,
1339,49324572,2494.53,2505.26,
1340,49324572,2192.31,2110.48,
1341,49324572,2683.92,2306.53,
1342,49324572,1069.36,801.09,
1343,49324572,964.2,722.81,
1344,49324572,758.65,602.14,
1345,49324572,960.83,718.68,
1346,49324572,1070.49,777.84,
1347,49324572,1196.86,856.51,
1348,49324572,1196.04,853.16,
1349,49324572,1960.57,1788.04,
1350,49324572,3492.67,3064.33,
1351,49324572,3151.37,2740.08,
1352,49324572,2385.78,2362.38,
1353,49324572,2047.34,1909.54,
1354,49324572,1299.85,885.32,
1355,49324572,964.44,697.79,
1356,49324572,885.26,655.02,
1357,49324572,872.46,656.27,
1358,49324572,986.07,710.42,
1359,49324572,1406.37,978.92,
1360,49324572,1523.57,1069.12,
1361,49324572,2613.49,2376,
1362,49324572,2697.11,2784.02,
1363,49324572,3178.59,2948.74,
1364,49324572,3205.93,2756.03,
1365,49324572,2235.47,2030.96,
1366,49324572,1360.86,932.98,
1367,49324572,1186.92,814.69,
1368,49324572,905.31,656.71,
1369,49324572,842,587.98,
1370,49324572,857.65,583.29,
1371,49324572,1220.89,793.55,
1372,49324572,1261.61,875.37,
1373,49324572,2222.38,1954.92,
1374,49324572,2560.56,2160.46,
1375,49324572,2266.88,1911.15,
1376,49324572,2254.21,1726.46,
1377,49324753,153.82,148.74,
1378,49324753,177.36,186.75,
1379,49324753,220.81,218.65,
1380,49324753,190.13,174.43,
1381,49324753,171.22,161.58,
1382,49324753,121.97,117.37,
1383,49324753,80.57,82.86,
1384,49324753,85.64,85.91,
1385,49324753,76.24,77.12,
1386,49324753,193.21,176.58,
1387,49324753,178.94,164.03,
1388,49324753,199.2,188.8,
1389,49324753,178.76,174.18,
1390,49324753,121.85,117.4,
1391,49324753,239.74,246.88,
1392,49324753,171.22,161.28,
1393,49324753,195.87,172.44,
1394,49324753,131.18,121.23,
1395,49324753,80.57,79.62,
1396,49324753,88.6,87.28,
1397,49324753,103.19,97.86,
1398,49324753,146.5,135.16,
1399,49324753,178.94,164.46,
1400,49324753,193.4,184.96,
1401,49324753,150.83,168.16,
1402,49324753,121.97,129.01,
1403,49324753,200.83,193.45,
1404,49324753,150.51,144.67,
1405,49324753,170.5,153.54,
1406,49324753,139.58,126.63,
1407,49324753,77.36,77.23,
1408,49324753,84.26,78.22,
1409,49324753,129.38,112.21,
1410,49324753,82.51,78.57,
1411,49324753,156.66,145.21,
1412,49324753,193.02,179.97,
1413,49324753,128.71,122.05,
1414,49324753,105.05,97.42,
1415,49324753,207.79,178.63,
1416,49324753,114.39,101.75,
1417,49324753,75.63,69.86,
1418,49324753,64.94,62.95,
1419,49324753,149.78,122.27,
1420,49324753,168.31,131.93,
1421,49324753,88.69,80.95,
1422,49324753,111.86,105.81,
1423,49324753,114.99,102.85,
1424,49324753,40.81,68.19,
1425,49324753,98.46,96.21,